model,pooling,layer,target_language,metric,retrieval_raw,retrieval_centered,retrieval_gain,transfer_raw,transfer_centered,transfer_gain,pearson_r,spearman_r
trillionlabs/Tri-0.5B-Base,last_token,12,ja,macro_f1,0.552734375,0.5860677083333333,0.033333333333333326,0.2534565284709078,0.26220011176513935,0.008743583294231527,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,12,ko,macro_f1,0.6725260416666666,0.6750651041666667,0.002539062500000022,0.20621250160708482,0.23215186034158206,0.025939358734497237,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,12,zh,macro_f1,0.685546875,0.7104817708333333,0.024934895833333304,0.3688740964243287,0.3646755359395931,-0.004198560484735603,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,13,ja,macro_f1,0.5911458333333334,0.6134114583333333,0.022265624999999956,0.2889539705478746,0.29445622459561355,0.005502254047738964,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,13,ko,macro_f1,0.7005208333333334,0.7046223958333333,0.004101562499999933,0.2205725660329011,0.2491415458667344,0.028568979833833302,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,13,zh,macro_f1,0.7044270833333334,0.7368489583333333,0.03242187499999993,0.39641349564848755,0.38702147065141124,-0.00939202499707631,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,24,ja,macro_f1,0.140625,0.3260416666666667,0.18541666666666667,0.012338017014208027,0.2352937882227725,0.22295577120856447,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,24,ko,macro_f1,0.11588541666666667,0.3321614583333333,0.21627604166666664,0.04413592322846785,0.28905331396460415,0.2449173907361363,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,last_token,24,zh,macro_f1,0.259765625,0.44231770833333334,0.18255208333333334,0.013820048092584889,0.43927029889493857,0.42545025080235366,0.5960412023127962,0.7528288316813024
trillionlabs/Tri-0.5B-Base,mean,0,ja,macro_f1,0.6536458333333334,0.7059895833333333,0.05234374999999991,0.200502975069146,0.24617676851551176,0.04567379344636577,0.5960412023127962,0.7528288316813024
