model,layer,normalized_depth,pooling,condition,train_language,test_language,metric,value,accuracy,macro_f1,english_score,transfer_gap,n_train,n_centroid_samples,n_eval,n_classes
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,en,accuracy,0.8086666666666666,0.8086666666666666,0.7532267381148473,0.8086666666666666,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,en,macro_f1,0.7532267381148473,0.8086666666666666,0.7532267381148473,0.7532267381148473,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,ko,accuracy,0.364,0.364,0.22846547248786095,0.8086666666666666,0.44466666666666665,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,ko,macro_f1,0.22846547248786095,0.364,0.22846547248786095,0.7532267381148473,0.5247612656269863,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,ja,accuracy,0.5086666666666667,0.5086666666666667,0.4076167467876294,0.8086666666666666,0.29999999999999993,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,ja,macro_f1,0.4076167467876294,0.5086666666666667,0.4076167467876294,0.7532267381148473,0.3456099913272179,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,zh,accuracy,0.64,0.64,0.5807990659362569,0.8086666666666666,0.16866666666666663,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,global-centered,en,zh,macro_f1,0.5807990659362569,0.64,0.5807990659362569,0.7532267381148473,0.17242767217859045,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,en,accuracy,0.8086666666666666,0.8086666666666666,0.7532267381148473,0.8086666666666666,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,en,macro_f1,0.7532267381148473,0.8086666666666666,0.7532267381148473,0.7532267381148473,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,ko,accuracy,0.5273333333333333,0.5273333333333333,0.43193251133015437,0.8086666666666666,0.2813333333333333,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,ko,macro_f1,0.43193251133015437,0.5273333333333333,0.43193251133015437,0.7532267381148473,0.32129422678469294,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,ja,accuracy,0.6013333333333334,0.6013333333333334,0.5246340825483583,0.8086666666666666,0.20733333333333326,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,ja,macro_f1,0.5246340825483583,0.6013333333333334,0.5246340825483583,0.7532267381148473,0.228592655566489,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,zh,accuracy,0.676,0.676,0.603591697212696,0.8086666666666666,0.1326666666666666,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,per-language-centered,en,zh,macro_f1,0.603591697212696,0.676,0.603591697212696,0.7532267381148473,0.1496350409021513,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,12,0.5,mean,raw,en,en,accuracy,0.804,0.804,0.7522233981783746,0.804,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,12,0.5,mean,raw,en,en,macro_f1,0.7522233981783746,0.804,0.7522233981783746,0.7522233981783746,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,12,0.5,mean,raw,en,ko,accuracy,0.35133333333333333,0.35133333333333333,0.2553921429934952,0.804,0.4526666666666667,3000,3000,1500,60
