model,layer,normalized_depth,pooling,record_type,basis,k,seed,source_language,target_language,metric,value,n_train,n_eval
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,8,zh,ko,r1,0.662109375,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,8,zh,ko,mrr,0.7311095072552234,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,8,zh,ja,r1,0.732421875,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,8,zh,ja,mrr,0.7877259772446432,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,language_probe,random,3,8,,,accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,language_probe,random,3,8,,,macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,en,ko,r1,0.611328125,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,en,ko,mrr,0.6854226224851274,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,en,ja,r1,0.50390625,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,en,ja,mrr,0.5969069643060636,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,en,zh,r1,0.451171875,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,en,zh,mrr,0.5483657845579459,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ko,en,r1,0.884765625,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ko,en,mrr,0.9189779353301339,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ko,ja,r1,0.771484375,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ko,ja,mrr,0.8255189665969955,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ko,zh,r1,0.53515625,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ko,zh,mrr,0.6176323470447198,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ja,en,r1,0.759765625,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ja,en,mrr,0.8208547568036622,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ja,ko,r1,0.76171875,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ja,ko,mrr,0.8235573794944764,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ja,zh,r1,0.703125,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,ja,zh,mrr,0.770052048351131,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,zh,en,r1,0.8671875,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,zh,en,mrr,0.9051478004074796,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,zh,ko,r1,0.66015625,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,zh,ko,mrr,0.7300074594678956,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,zh,ja,r1,0.734375,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,retrieval,random,3,9,zh,ja,mrr,0.7897675810077991,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,language_probe,random,3,9,,,accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,5,0.20833333333333334,mean,language_probe,random,3,9,,,macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,subspace_variance,language_subspace,1,,,,cumulative_explained_variance,0.46350531440535986,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,subspace_variance,language_subspace,2,,,,cumulative_explained_variance,0.7929642632199536,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,subspace_variance,language_subspace,3,,,,cumulative_explained_variance,1.0,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,en,ko,r1,0.705078125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,en,ko,mrr,0.7633724655891975,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,en,ja,r1,0.62890625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,en,ja,mrr,0.7113172827926959,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,en,zh,r1,0.640625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,en,zh,mrr,0.7037827761187136,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ko,en,r1,0.91015625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ko,en,mrr,0.9388765062684308,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ko,ja,r1,0.84375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ko,ja,mrr,0.881231364110814,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ko,zh,r1,0.6328125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ko,zh,mrr,0.7085044693744299,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ja,en,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ja,en,mrr,0.8637677371115846,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ja,ko,r1,0.8203125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ja,ko,mrr,0.8681573525321533,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ja,zh,r1,0.79296875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,ja,zh,mrr,0.8504888118733084,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,zh,en,r1,0.892578125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,zh,en,mrr,0.9241272490348856,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,zh,ko,r1,0.71875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,zh,ko,mrr,0.7809630298829939,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,zh,ja,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,raw,0,,zh,ja,mrr,0.8542252827540858,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,raw,0,,,,accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,raw,0,,,,macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,en,ko,r1,0.740234375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,en,ko,mrr,0.793013372874356,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,en,ja,r1,0.875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,en,ja,mrr,0.9075723474096278,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,en,zh,r1,0.919921875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,en,zh,mrr,0.9411426879043967,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ko,en,r1,0.908203125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ko,en,mrr,0.938123676541563,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ko,ja,r1,0.912109375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ko,ja,mrr,0.9374139936825561,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ko,zh,r1,0.8125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ko,zh,mrr,0.8637899825896179,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ja,en,r1,0.82421875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ja,en,mrr,0.8726490550694956,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ja,ko,r1,0.826171875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ja,ko,mrr,0.8665983554990984,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ja,zh,r1,0.81640625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,ja,zh,mrr,0.868629849890268,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,zh,en,r1,0.900390625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,zh,en,mrr,0.9225276051347948,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,zh,ko,r1,0.69140625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,zh,ko,mrr,0.7554675638412363,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,zh,ja,r1,0.794921875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,language_subspace,1,,zh,ja,mrr,0.8411892322637217,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,language_subspace,1,,,,accuracy,0.99755859375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,language_subspace,1,,,,macro_f1,0.9975600052195976,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,en,ko,r1,0.748046875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,en,ko,mrr,0.7988438169934916,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,en,ja,r1,0.888671875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,en,ja,mrr,0.9189521248773537,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,en,zh,r1,0.921875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,en,zh,mrr,0.9441277206187064,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ko,en,r1,0.9140625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ko,en,mrr,0.9408937935914228,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ko,ja,r1,0.9140625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ko,ja,mrr,0.9392000778340883,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ko,zh,r1,0.806640625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ko,zh,mrr,0.8581942056356706,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ja,en,r1,0.81640625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ja,en,mrr,0.8668665605857404,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ja,ko,r1,0.8125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ja,ko,mrr,0.8561671402200919,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ja,zh,r1,0.81640625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,ja,zh,mrr,0.8679274728874857,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,zh,en,r1,0.890625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,zh,en,mrr,0.9152616181980968,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,zh,ko,r1,0.6875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,zh,ko,mrr,0.750667493922449,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,zh,ja,r1,0.794921875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,top_pca,1,,zh,ja,mrr,0.8427747272329098,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,top_pca,1,,,,accuracy,0.99755859375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,top_pca,1,,,,macro_f1,0.997560456943565,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,en,ko,r1,0.705078125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,en,ko,mrr,0.7638345250076759,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,en,ja,r1,0.62890625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,en,ja,mrr,0.7117189163519322,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,en,zh,r1,0.638671875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,en,zh,mrr,0.702682667833973,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ko,en,r1,0.91015625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ko,en,mrr,0.9388221418309145,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ko,ja,r1,0.84375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ko,ja,mrr,0.8809118619263681,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ko,zh,r1,0.630859375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ko,zh,mrr,0.7070411101812133,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ja,en,r1,0.8046875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ja,en,mrr,0.8609222434924488,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ja,ko,r1,0.822265625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ja,ko,mrr,0.8692756200061986,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ja,zh,r1,0.796875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,ja,zh,mrr,0.8519139677278704,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,zh,en,r1,0.890625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,zh,en,mrr,0.9229635095591493,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,zh,ko,r1,0.720703125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,zh,ko,mrr,0.7824641646772789,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,zh,ja,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,0,zh,ja,mrr,0.8541241812127921,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,0,,,accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,0,,,macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,en,ko,r1,0.705078125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,en,ko,mrr,0.762967547332462,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,en,ja,r1,0.626953125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,en,ja,mrr,0.7093371785431416,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,en,zh,r1,0.638671875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,en,zh,mrr,0.7029166294057105,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ko,en,r1,0.91015625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ko,en,mrr,0.9385414392222807,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ko,ja,r1,0.84375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ko,ja,mrr,0.881062863090974,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ko,zh,r1,0.63671875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ko,zh,mrr,0.7100205035789076,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ja,en,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ja,en,mrr,0.8641624323257195,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ja,ko,r1,0.8203125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ja,ko,mrr,0.867940665874911,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ja,zh,r1,0.798828125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,ja,zh,mrr,0.8534508093650928,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,zh,en,r1,0.890625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,zh,en,mrr,0.922651071893557,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,zh,ko,r1,0.720703125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,zh,ko,mrr,0.7821585315982391,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,zh,ja,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,1,zh,ja,mrr,0.8541741474182882,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,1,,,accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,1,,,macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,en,ko,r1,0.705078125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,en,ko,mrr,0.7642311492864972,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,en,ja,r1,0.63671875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,en,ja,mrr,0.7155714190159979,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,en,zh,r1,0.640625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,en,zh,mrr,0.7055937666580487,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ko,en,r1,0.91015625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ko,en,mrr,0.9387397429822129,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ko,ja,r1,0.84375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ko,ja,mrr,0.8814006051176437,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ko,zh,r1,0.634765625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ko,zh,mrr,0.7096389569065795,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ja,en,r1,0.8046875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ja,en,mrr,0.8607404571400776,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ja,ko,r1,0.8203125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ja,ko,mrr,0.86821987802493,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ja,zh,r1,0.796875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,ja,zh,mrr,0.8522300663371147,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,zh,en,r1,0.892578125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,zh,en,mrr,0.9236591609695497,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,zh,ko,r1,0.72265625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,zh,ko,mrr,0.7825625056716048,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,zh,ja,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,2,zh,ja,mrr,0.8543432222445756,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,2,,,accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,2,,,macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,en,ko,r1,0.705078125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,en,ko,mrr,0.7639915605988369,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,en,ja,r1,0.62890625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,en,ja,mrr,0.711634419878549,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,en,zh,r1,0.640625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,en,zh,mrr,0.7038557062522486,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ko,en,r1,0.908203125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ko,en,mrr,0.9378440216531632,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ko,ja,r1,0.84375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ko,ja,mrr,0.8812234553528827,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ko,zh,r1,0.6328125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ko,zh,mrr,0.7082584929348974,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ja,en,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ja,en,mrr,0.8636461080275332,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ja,ko,r1,0.822265625,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ja,ko,mrr,0.8689201956522743,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ja,zh,r1,0.79296875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,ja,zh,mrr,0.8506085649973529,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,zh,en,r1,0.892578125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,zh,en,mrr,0.923570623828955,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,zh,ko,r1,0.716796875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,zh,ko,mrr,0.7796816685760388,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,zh,ja,r1,0.810546875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,3,zh,ja,mrr,0.8541235541024311,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,3,,,accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,language_probe,random,1,3,,,macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,4,en,ko,r1,0.705078125,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,4,en,ko,mrr,0.7631318985322137,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,4,en,ja,r1,0.630859375,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,4,en,ja,mrr,0.7128800789418483,1024,2048
trillionlabs/Tri-0.5B-Base,6,0.25,mean,retrieval,random,1,4,en,zh,r1,0.642578125,1024,2048
